title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
8,0,231,0,1,0
3,27,169,8,0,0
4,13,19,3,0,NA
8,8,5198844,15370,1517,198
14,12,91,15,0,5
4,24,193,18,0,1
126,150,685,NA,NA,58
6,6,14271589,28058,5740,423
12,29,31,3,2,0
4,0,11147,52,15,0
6,23,0,1,0,0
2,5,0,1,0,0
4,1,0,0,0,0
3,0,2028644,6834,834,NA
6,0,0,0,0,0
14,25,0,2,0,0
8,4,0,NA,NA,NA
2,2,0,0,0,0
10,6,0,NA,NA,NA
10,23,0,0,0,0
9,9,0,0,0,NA
9,9,0,0,0,NA
6,37,0,0,0,0
8,26,0,0,0,NA
7,16,0,0,0,NA
9,13,0,NA,NA,NA
9,18,0,0,0,NA
11,9,0,0,0,NA
7,18,0,0,0,0
10,6,0,0,0,NA
9,23,2899125,42181,1106,6060
9,25,2469645,27664,1008,2425
12,27,822285,4239,200,108
15,27,895573,16380,283,1598
11,25,4211390,31162,1298,1058
13,33,7670351,67367,2278,2992
10,28,1358073,10517,343,302
8,29,2544193,43318,743,2551
11,27,952976,5251,190,217
5,27,510478,4029,158,163
11,28,514445,4523,106,183
12,27,512727,2590,120,157
14,31,307390,3705,61,131
12,30,1825685,10706,464,271
22,111,994630,3816,232,823
10,29,722240,9121,363,563
8,26,13202819,87432,3725,1420
10,28,2316694,29120,842,3240
9,31,763466,7277,430,277
13,31,955289,7278,290,1351
10,29,620757,8042,190,291
11,27,769966,4199,155,197
10,30,734505,9479,177,369
11,25,580113,5702,133,379
8,29,561773,6912,152,340
10,26,212390,1961,50,88
10,33,320946,9411,1243,1574
8,24,495304,7340,168,418
18,39,8165049,57986,1810,4901
10,28,2459529,9019,421,293
57,102,773151,5326,262,1152
7,22,3878787,31618,1194,542
10,30,799099,9544,231,473
33,40,1959773,36790,1136,1308
10,23,1037801,13722,424,1599
8,22,2894576,14338,692,224
12,29,756443,3347,118,91
10,28,571911,8276,334,501
10,29,846716,10447,283,422
12,26,1044345,5653,230,208
9,29,252517,1982,57,92
10,23,1147237,16976,346,1039
12,27,530876,3132,121,128
10,29,824705,10924,209,451
10,29,726268,8565,292,426
10,29,726268,8565,292,426
8,30,1559647,27299,380,1635
10,29,830189,8992,303,379
10,27,466324,3526,105,94
10,28,853355,10993,291,456
10,28,579386,7225,226,391
10,29,726268,8565,292,426
10,29,726268,8565,292,426
9,26,364830,2647,77,92
12,27,1043169,5921,215,225
10,29,733203,9722,231,396
8,32,816218,10344,417,1278
10,28,744368,10157,247,417
10,29,567083,7507,188,375
10,27,574788,8031,181,504
9,25,3273103,35332,669,2361
10,29,664751,9347,283,492
14,23,2833018,23932,1058,1879
