title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
5,25,19469,1511,0,86
9,33,313225,2879,76,360
10,29,8749505,51865,1585,3207
4,27,404152,962,169,105
6,29,48438,140,9,13
3,22,191452,441,8,27
6,30,2520,42,2,0
5,36,378459,328,9,28
20,24,11358220,113198,6082,3112
5,16,108950,3,0,0
2,26,39160292,140820,2948,3028
3,31,48133,368,51,3
9,0,71754,0,0,0
2,53,13091791,112978,2517,16295
5,19,4091923,13900,7443,439
6,6,9750478,56187,2035,NA
3,5,15245688,409945,4764,27058
9,0,51178,0,0,0
4,25,20811572,104671,5312,19546
4,7,10808,19,7,11
16,28,12842308,44665,1635,3108
2,29,57411895,144895,3840,23253
8,29,871602,592,21,85
10,8,502675,3182,54,286
6,6,25947034,165730,6265,7872
6,24,2185078,14887,29742,8957
4,13,14728,10,1,0
16,12,3042574,16984,2481,0
9,32,31483,2241,37,745
3,26,33213134,139771,27835,NA
17,12,2716476,17783,2718,0
12,27,9548834,103561,2048,3082
5,30,59819147,347533,8201,32776
14,31,10038351,NA,NA,NA
3,27,154324,2615,43,397
7,21,3609365,168845,1579,2221
7,11,1865271,3342,66,333
21,25,1235035,12810,562,363
3,29,42975600,22337,29558,12576
1,0,94884,1662,5,30
145,52,122601,4623,175,241
7,18,113188,358,106,6
2,30,7399818,35269,423,4815
8,27,2546472,51999,441,803
15,30,189,0,0,0
16,28,27817,198,14,11
9,25,924154,48093,783,1256
14,28,25562,111,20,52
5,28,6716858,88665,1394,2528
14,29,25491,183,16,40
3,15,245554,369,10,29
14,32,23538,52,12,3
7,30,2037,48,1,0
6,31,6448792,135080,4151,2562
18,27,67,1,0,0
10,31,91,0,0,0
11,30,43688,273,25,NA
4,28,1948,13,4,0
19,17,87823,1848,46,NA
34,6,282141,1161,35,45
8,19,46933259,205596,4195,12263
33,16,106788,1542,29,39
8,26,145181,8442,352,816
4,20,38300,3829,41,246
13,34,704,5,0,1
7,20,27790831,410635,14669,21081
4,10,27624694,73629,6941,NA
12,25,2222708,26092,675,804
6,28,45586,338,5,15
6,25,13757301,64299,6055,9244
8,29,18128824,106675,29653,10457
16,31,1575,146,0,1
14,23,50,3,1,1
10,22,705776,8029,280,797
13,31,17044892,30823,20403,119
16,25,12568623,96048,8452,2424
6,25,39621,1029,27,228
9,16,8355046,42468,2373,7545
20,25,20572206,94679,6104,4513
7,32,156848,3378,194,340
7,27,57808,1292,96,214
10,27,14434975,71821,4555,3118
13,28,866551,32033,1510,4619
7,29,7202381,25436,5208,1069
